"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005003394194323","https://ae04.alicdn.com/kf/Sd7ee338226e54f538d8aa88ea0ced743l.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/330602193099.mp4","2023 New PAGANI Design Men's Quartz Watches Sapphire Stainless Steel Chronograph 200m Waterproof Sports Watche Reloj Hombre","USD 299.96","USD 71.99","76%","USD","8.0","USD 5.76","603","95.6%","https://s.click.aliexpress.com/e/_Dlm6B0Z",,,,,,
"1005001571162619","https://ae04.alicdn.com/kf/S20ce79e35f3d41ebadbe072dfa3a5855o.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/297299184629.mp4","Baseus D02 Pro Wireless Headphones Sport Bluetooth 5.3 Earphone Handsfree Headset Ear Buds Head Phone Earbuds For iPhone Xiaomi","USD 56.65","USD 30.59","46%","USD","8.5","USD 2.60","5565","96.8%","https://s.click.aliexpress.com/e/_DEYdnjB",,,,,,
"1005002258533453","https://ae04.alicdn.com/kf/Scc1bf900e88b4761b569639110be72bep.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100091999078.mp4","2023 PAGANI Design New Men's Automatic Mechanical Watches GMT Watch 42mm Sapphire Stainless Steel Waterproof Watch Reloj Hombre","USD 649.95","USD 103.99","84%","USD","10.0","USD 10.40","298","93.9%","https://s.click.aliexpress.com/e/_DDUuV1b",,,,,,
"1005004996471449","https://ae04.alicdn.com/kf/S70f9e828fe8f4d5c9a4edad8c4294677V.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/349810829037.mp4","Baseus WM01 TWS Bluetooth Earphones Stereo Wireless 5.3 Bluetooth Headphones Touch Control Noise Cancelling Gaming Headset","USD 28.82","USD 13.03","0%","USD","7","USD 0.91","1878","97.3%","https://s.click.aliexpress.com/e/_Dm45Rkv",,,,,,
"1005004996513848","https://ae04.alicdn.com/kf/Sf6b2294fcffe4c91a7f52d2983442f8cv.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/307661996662.mp4","Oneodio Wired Over Ear Headphone With Mic Studio DJ Headphones Professional Monitor Recording & Mixing Headset For Gaming","USD 45.02","USD 19.81","56%","USD","7","USD 1.39","1018","96.9%","https://s.click.aliexpress.com/e/_DmZwP6l",,,,,,
"1005005049869078","https://ae04.alicdn.com/kf/Sf8d6276fcb344c04b6bcc15ef278954fd.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100109553535.mp4","Touchless Automatic Sensor Soap Dispenser Foam Type-C Charging Smart Induction Hand Washer with Temperature Digital Display","USD 54.37","USD 18.85","0%","USD","7","USD 1.32","823","95.2%","https://s.click.aliexpress.com/e/_DE6UPl3",,,,,,
"1005005218337515","https://ae04.alicdn.com/kf/S19222aae582b42dba91ad22ead73bd94q.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100123720405.mp4","1pc Clear Food Storage Box,Food Storage Container With Lid, Plastic Kitchen And Pantry Organization Canisters","USD 16.93","USD 5.50","0%","USD","7","USD 0.38","3098","92.9%","https://s.click.aliexpress.com/e/_DczMfZF",,,,,,
"1005005265297194","https://ae04.alicdn.com/kf/S4ad9a4a6d8a846d1b17314e8289801c4Z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100128159078.mp4","P9 Wireless Bluetooth Headphones With Mic Noise Cancelling Headsets Stereo Sound Earphones Sports Gaming Headphones Supports TF","USD 24.09","USD 10.90","0%","USD","7","USD 0.76","7151","91.2%","https://s.click.aliexpress.com/e/_DFbHJ4t",,,,,,
"1005005088458033","https://ae04.alicdn.com/kf/S85d09d2a4c274573ae4e0dfa62ece2a7Y.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100081725210.mp4","Desk Lamp LED USB Rechargeable Light Stepless Dimming Table Lamp Hanging Magnetic Bedroom Night Lamp Reading Table Lamps","USD 19.74","USD 10.27","48%","USD","7","USD 0.72","5624","95.5%","https://s.click.aliexpress.com/e/_DmQgGSD",,,,,,
"1005004604642185","https://ae04.alicdn.com/kf/S8164c4e4f3e44ece8d7c6ef6d45ec4e2R.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100090365372.mp4","PAGANI DESIGN Top Brand Sports Men Mechanical Wristwatch Sapphire Luxury Automatic Watch Men's Stainless Steel Waterproof Clock","USD 733.27","USD 87.99","88%","USD","8.0","USD 7.04","829","92.2%","https://s.click.aliexpress.com/e/_DegEhrf",,,,,,
